price,rooms,area,floor,total_floors,year,building_type_кирпичный,building_type_монолитный,building_type_панельный
31800000,2,65.8,9.0,9.0,2014.0,0,1,0
40000000,2,68.0,3.0,10.0,2022.0,0,1,0
67000000,3,100.0,4.0,10.0,2018.0,0,1,0
33500000,2,68.0,5.0,10.0,2023.0,0,1,0
35000000,1,40.0,4.0,6.0,2025.0,0,1,0
50500000,2,46.5,10.0,12.0,2026.0,0,1,0
82500000,3,86.5,3.0,12.0,2015.0,0,1,0
36000000,2,50.0,2.0,5.0,2023.0,0,1,0
76000000,3,88.0,12.0,13.0,2023.0,0,1,0
71000000,4,76.0,3.0,5.0,1976.0,0,0,1
39000000,2,59.0,2.0,5.0,2022.0,0,1,0
75000000,3,85.1,7.0,7.0,2021.0,0,1,0
29000000,2,56.8,5.0,9.0,2026.0,0,1,0
48000000,3,70.0,1.0,9.0,1985.0,0,0,1
26500000,1,46.0,1.0,9.0,2013.0,0,1,0
55500000,3,90.1,2.0,4.0,2023.0,0,1,0
21000000,1,27.0,3.0,10.0,2017.0,0,1,0
127000000,4,92.0,5.0,5.0,1967.0,1,0,0
27000000,2,42.0,1.0,3.0,1965.0,1,0,0
29500000,2,38.1,4.0,12.0,2025.0,0,1,0
47500000,2,62.4,3.0,9.0,2012.0,0,1,0
37600000,1,38.0,5.0,12.0,2018.0,0,0,0
33000000,2,45.0,3.0,6.0,2025.0,0,1,0
47500000,2,62.4,3.0,9.0,2012.0,0,1,0
37600000,1,38.0,5.0,12.0,2018.0,0,0,0
33000000,2,45.0,3.0,6.0,2025.0,0,1,0
43900000,2,46.0,2.0,13.0,2024.0,0,1,0
32000000,1,41.0,8.0,9.0,1987.0,0,0,1
71000000,2,76.0,13.0,16.0,2015.0,0,1,0
53000000,3,82.0,8.0,12.0,2024.0,0,1,0
37000000,2,92.0,5.0,16.0,2013.0,0,1,0
34500000,1,53.0,9.0,9.0,2015.0,0,1,0
49000000,3,89.0,1.0,9.0,2010.0,0,1,0
64000000,2,57.0,10.0,12.0,2023.0,0,1,0
26000000,1,38.5,4.0,9.0,2025.0,0,1,0
24500000,2,41.2,2.0,3.0,2024.0,0,1,0
18500000,1,35.6,1.0,5.0,2024.0,0,1,0
25000000,1,30.0,3.0,3.0,1960.0,1,0,0
25500000,2,35.0,8.0,9.0,2026.0,0,1,0
19500000,1,30.0,1.0,12.0,2025.0,0,1,0
40000000,3,50.3,2.0,3.0,1986.0,1,0,0
48000000,2,53.0,7.0,16.0,2023.0,0,1,0
86000000,4,115.0,7.0,25.0,2008.0,0,1,0
34000000,3,72.0,12.0,12.0,2025.0,0,1,0
77000000,3,110.0,15.0,21.0,2007.0,0,1,0
27000000,2,59.0,7.0,9.0,2026.0,0,1,0
45000000,3,83.0,8.0,9.0,2010.0,0,1,0
36000000,2,47.0,5.0,10.0,2021.0,0,1,0
50000000,3,86.4,5.0,9.0,2013.0,0,0,0
35500000,2,55.0,4.0,12.0,1998.0,0,1,0
55500000,2,65.0,2.0,16.0,2023.0,0,1,0
68000000,3,69.0,12.0,13.0,2024.0,0,1,0
48000000,2,77.7,2.0,10.0,2023.0,0,1,0
29000000,2,45.7,1.0,5.0,1990.0,0,0,1
22000000,1,42.0,2.0,7.0,2015.0,0,1,0
125000000,4,104.0,8.0,16.0,2019.0,0,1,0
38000000,3,55.0,2.0,4.0,1969.0,0,0,1
33000000,2,62.0,6.0,9.0,2024.0,0,1,0
29000000,1,36.9,6.0,16.0,2026.0,0,1,0
19500000,1,34.8,1.0,6.0,2025.0,0,1,0
36000000,2,66.0,5.0,9.0,2026.0,0,1,0
35400000,2,52.6,10.0,10.0,2022.0,0,1,0
30000000,2,49.0,2.0,12.0,2026.0,0,1,0
43000000,3,55.6,5.0,5.0,1975.0,0,0,1
45000000,3,58.0,1.0,4.0,1972.0,0,0,1
42700000,2,59.8,8.0,16.0,2023.0,0,0,0
47000000,3,58.16,1.0,5.0,1975.0,0,0,1
43000000,2,48.0,2.0,5.0,1977.0,0,0,1
23500000,2,57.0,5.0,9.0,2025.0,0,1,0
41000000,2,45.0,2.0,12.0,2024.0,0,0,0
35000000,2,56.8,8.0,10.0,2023.0,0,1,0
46000000,3,68.0,9.0,10.0,2022.0,0,1,0
32000000,3,58.0,1.0,3.0,1967.0,1,0,0
89000000,3,84.8,1.0,12.0,2025.0,0,0,0
36000000,1,40.0,2.0,13.0,2022.0,0,1,0
45000000,2,51.0,4.0,5.0,1987.0,0,0,0
89000000,4,77.0,5.0,9.0,1994.0,0,1,0
44500000,3,57.7,1.0,4.0,1967.0,0,0,1
34900000,2,92.3,16.0,16.0,2012.0,0,1,0
53000000,1,42.0,5.0,9.0,1994.0,0,1,0
24900000,1,31.0,14.0,16.0,2023.0,0,1,0
60000000,4,81.0,1.0,5.0,1995.0,0,0,1
44000000,3,65.0,4.0,4.0,1972.0,0,0,1
33000000,1,46.2,3.0,10.0,2021.0,0,1,0
50500000,2,59.6,7.0,9.0,2014.0,0,1,0
45990000,3,75.0,2.0,5.0,2015.0,0,1,0
47500000,1,47.2,9.0,12.0,2020.0,0,1,0
25000000,1,45.4,1.0,7.0,2025.0,0,1,0
65000000,3,88.0,7.0,9.0,2013.0,0,1,0
26800000,1,33.0,1.0,5.0,1975.0,0,0,1
26000000,1,45.0,5.0,6.0,2025.0,0,1,0
60000000,3,86.8,2.0,5.0,2017.0,0,1,0
45000000,2,71.0,2.0,9.0,2023.0,0,1,0
52000000,2,54.0,4.0,12.0,2021.0,0,1,0
96000000,3,87.2,10.0,17.0,2022.0,0,1,0
80000000,2,70.4,3.0,3.0,2024.0,0,1,0
26500000,1,42.9,8.0,9.0,2025.0,0,1,0
58000000,3,75.22,3.0,6.0,2026.0,0,1,0
33500000,2,43.0,1.0,12.0,2024.0,0,1,0
33500000,2,63.2,1.0,5.0,2015.0,0,1,0
46000000,2,57.0,3.0,5.0,1996.0,0,0,1
56000000,1,43.0,16.0,20.0,2023.0,0,1,0
34000000,2,54.0,3.0,5.0,1987.0,0,0,1
48000000,2,64.0,8.0,13.0,2020.0,0,1,0
127000000,2,75.0,7.0,21.0,2024.0,0,1,0
100000000,3,90.0,5.0,5.0,1978.0,1,0,0
38000000,3,71.4,5.0,12.0,2025.0,0,1,0
42500000,2,52.9,6.0,18.0,2023.0,0,1,0
22000000,1,43.3,9.0,9.0,2026.0,0,1,0
49500000,3,93.7,9.0,9.0,2015.0,0,1,0
59700000,3,84.9,8.0,16.0,2023.0,0,0,0
25600000,1,40.2,9.0,9.0,2017.0,0,1,0
45000000,2,67.1,15.0,17.0,2023.0,0,1,0
44000000,2,56.56,6.0,6.0,2025.0,0,1,0
21499000,1,35.0,10.0,10.0,2010.0,0,1,0
36000000,3,68.0,1.0,5.0,1989.0,0,0,1
39400000,2,50.4,9.0,9.0,1995.0,1,0,0
74000000,3,99.2,2.0,9.0,2015.0,0,1,0
45999999,3,85.6,1.0,8.0,2022.0,0,1,0
33000000,1,39.6,7.0,8.0,1977.0,0,0,0
36800000,2,70.0,8.0,9.0,2024.0,0,1,0
65000000,2,87.8,11.0,18.0,2015.0,0,1,0
31500000,1,39.0,2.0,9.0,1981.0,0,0,1
38500000,1,30.1,1.0,5.0,1997.0,1,0,0
35990000,2,65.0,2.0,9.0,2025.0,0,1,0
38500000,3,73.91,2.0,6.0,2026.0,0,0,0
80000000,3,95.0,7.0,13.0,2023.0,0,0,0
28500000,2,60.0,1.0,4.0,2012.0,0,1,0
28000000,1,45.0,2.0,9.0,2016.0,0,1,0
46000000,3,76.0,3.0,9.0,2015.0,0,1,0
35000000,1,46.7,13.0,13.0,2024.0,0,1,0
170000000,3,150.0,9.0,14.0,2022.0,0,1,0
36500000,2,51.0,2.0,2.0,1956.0,1,0,0
44500000,3,75.8,1.0,5.0,2017.0,0,1,0
25100000,2,46.5,4.0,5.0,2025.0,0,1,0
85000000,2,81.0,1.0,3.0,2023.0,0,1,0
42000000,3,59.0,2.0,4.0,1966.0,0,0,1
35000000,2,48.0,5.0,5.0,2024.0,0,1,0
47000000,2,51.8,3.0,5.0,1996.0,1,0,0
137500000,3,168.0,6.0,9.0,2010.0,0,1,0
57500000,2,72.0,12.0,19.0,2012.0,0,1,0
22000000,1,30.0,3.0,5.0,1982.0,0,0,1
47000000,2,68.6,9.0,9.0,2006.0,0,1,0
45500000,2,51.5,6.0,9.0,2021.0,0,1,0
59500000,3,98.5,6.0,10.0,2021.0,0,1,0
39500000,3,64.0,4.0,4.0,1971.0,0,0,1
26500000,2,36.5,2.0,12.0,2019.0,0,1,0
70000000,2,77.0,20.0,20.0,2023.0,0,1,0
56000000,3,132.0,12.0,16.0,2015.0,0,1,0
98000000,3,77.5,3.0,4.0,2026.0,0,1,0
32000000,2,46.0,1.0,4.0,1963.0,0,0,1
69800000,2,61.0,6.0,12.0,2025.0,0,1,0
30000000,2,49.6,1.0,10.0,2021.0,0,1,0
29500000,1,43.0,2.0,5.0,1990.0,0,0,1
34500000,2,50.3,8.0,9.0,1994.0,1,0,0
19000000,1,40.0,8.0,9.0,1989.0,0,0,1
40000000,2,64.6,1.0,5.0,2024.0,0,0,0
18000000,1,30.0,7.0,7.0,2014.0,0,1,0
24500000,1,34.34,6.0,6.0,2025.0,0,1,0
73990000,3,75.0,7.0,13.0,2020.0,0,1,0
25000000,2,47.0,5.0,9.0,2025.0,0,1,0
51000000,2,78.0,4.0,12.0,2023.0,0,1,0
29000000,1,40.0,2.0,12.0,2022.0,0,1,0
25500000,1,30.7,4.0,4.0,1970.0,0,0,1
39000000,2,52.0,6.0,12.0,2024.0,0,1,0
74000000,3,80.0,7.0,10.0,2008.0,0,1,0
32000000,2,45.0,9.0,13.0,2025.0,0,1,0
40000000,1,42.0,10.0,13.0,2019.0,0,1,0
55000000,3,59.7,6.0,9.0,2024.0,0,1,0
59500000,3,64.0,3.0,3.0,2024.0,0,1,0
46500000,2,64.2,1.0,10.0,2025.0,0,0,0
145000000,3,154.5,10.0,12.0,2012.0,0,1,0
100000000,4,139.0,1.0,3.0,2024.0,0,1,0
119000000,3,103.3,6.0,12.0,2025.0,0,1,0
84000000,3,117.0,11.0,13.0,2014.0,0,1,0
90000000,4,136.1,2.0,5.0,2008.0,0,1,0
21000000,1,31.0,1.0,10.0,2021.0,0,1,0
40500000,2,40.0,1.0,20.0,2024.0,0,1,0
49500000,3,72.6,3.0,6.0,2019.0,0,1,0
18500000,1,40.4,8.0,10.0,2025.0,0,1,0
36900000,3,45.4,6.0,6.0,2025.0,0,1,0
27500000,1,35.6,2.0,6.0,2022.0,0,1,0
99000000,3,57.9,15.0,16.0,2025.0,0,1,0
50000000,3,63.5,5.0,5.0,1983.0,1,0,0
31000000,2,53.8,4.0,5.0,2022.0,0,1,0
33200000,1,42.0,3.0,13.0,2020.0,0,1,0
50000000,1,31.0,1.0,5.0,1985.0,0,0,1
25200000,1,39.0,1.0,5.0,2025.0,0,1,0
48000000,3,90.0,1.0,5.0,2012.0,0,1,0
43500000,3,71.1,8.0,9.0,1994.0,1,0,0
41900000,2,51.0,7.0,12.0,2024.0,0,1,0
27500000,2,51.0,5.0,5.0,1988.0,0,0,1
19000000,1,35.0,7.0,12.0,2025.0,0,1,0
29500000,1,32.0,1.0,5.0,1983.0,0,0,1
26500000,1,41.0,2.0,5.0,1988.0,0,0,0
45000000,3,58.8,1.0,4.0,1972.0,0,0,1
69500000,2,117.0,10.0,10.0,2001.0,1,0,0
60000000,3,71.0,3.0,16.0,2020.0,0,1,0
48500000,1,38.5,4.0,9.0,2025.0,0,1,0
113500000,2,83.0,7.0,10.0,2015.0,0,1,0
41000000,3,67.9,12.0,12.0,2018.0,0,1,0
56000000,2,50.0,8.0,9.0,2025.0,0,1,0
24000000,1,33.3,1.0,3.0,2023.0,0,1,0
46000000,2,56.0,6.0,6.0,2024.0,0,1,0
41500000,2,55.5,6.0,6.0,2025.0,0,1,0
120000000,4,126.9,3.0,10.0,2026.0,0,1,0
39500000,2,55.0,5.0,6.0,2026.0,0,1,0
42300000,3,83.0,8.0,9.0,2010.0,0,1,0
82000000,3,87.0,2.0,3.0,2020.0,1,0,0
39000000,2,55.14,4.0,6.0,2025.0,0,0,0
31000000,2,43.8,8.0,13.0,2025.0,0,1,0
107000000,5,171.0,14.0,14.0,2006.0,0,1,0
48000000,3,60.0,10.0,13.0,2024.0,0,1,0
230000000,3,121.4,11.0,16.0,2023.0,0,1,0
27000000,1,36.0,10.0,12.0,1996.0,0,1,0
27000000,2,56.18,4.0,10.0,2024.0,0,1,0
24000000,2,39.0,2.0,9.0,2025.0,0,1,0
47000000,2,55.0,4.0,9.0,1986.0,0,0,1
52000000,3,68.0,5.0,5.0,1991.0,0,0,1
50000000,3,68.8,10.0,12.0,2022.0,0,1,0
24000000,1,33.0,3.0,9.0,2025.0,0,0,0
25500000,2,61.2,3.0,5.0,2024.0,0,1,0
39500000,2,50.0,12.0,12.0,2024.0,0,1,0
35000000,3,69.4,10.0,10.0,2009.0,0,1,0
37000000,2,49.31,5.0,6.0,2026.0,0,1,0
24000000,1,44.5,10.0,12.0,2015.0,0,1,0
55000000,3,81.1,3.0,14.0,2025.0,0,1,0
33500000,2,48.1,3.0,4.0,1973.0,0,0,1
19000000,1,35.0,11.0,12.0,2026.0,0,1,0
56500000,3,64.3,4.0,4.0,2023.0,0,1,0
66000000,2,55.2,1.0,3.0,2023.0,0,1,0
38000000,3,74.8,2.0,5.0,2017.0,0,1,0
38500000,1,38.0,7.0,10.0,2022.0,0,1,0
34000000,2,40.0,2.0,4.0,1962.0,1,0,0
45000000,3,76.0,2.0,9.0,2019.0,0,1,0
23500000,1,38.7,4.0,9.0,2024.0,0,1,0
40000000,3,79.0,4.0,6.0,2022.0,0,1,0
54000000,3,90.0,8.0,9.0,2018.0,0,1,0
26500000,1,32.4,5.0,5.0,1976.0,0,0,1
58000000,2,89.0,2.0,5.0,2007.0,1,0,0
57000000,2,60.0,4.0,12.0,2023.0,0,1,0
35500000,2,58.2,2.0,12.0,2021.0,0,1,0
57600000,2,75.0,4.0,12.0,2007.0,0,1,0
88000000,3,132.8,1.0,3.0,2025.0,0,1,0
96000000,3,91.8,6.0,12.0,2024.0,0,1,0
28500000,3,54.0,1.0,2.0,2018.0,0,1,0
45700000,1,34.0,5.0,5.0,1990.0,1,0,0
24500000,2,42.2,5.0,5.0,1983.0,0,0,1
30000000,4,65.2,2.0,2.0,1964.0,0,0,0
37000000,3,66.0,5.0,5.0,1988.0,1,0,0
18000000,1,18.0,4.0,4.0,1963.0,0,0,1
31500000,2,63.5,4.0,7.0,2025.0,0,1,0
28000000,2,37.2,4.0,12.0,2025.0,0,1,0
27000000,3,73.5,10.0,10.0,2025.0,0,1,0
24900000,1,31.8,1.0,4.0,1969.0,0,0,1
26000000,1,30.8,1.0,5.0,1979.0,0,0,1
27500000,2,43.0,1.0,3.0,1981.0,0,0,1
110000000,4,140.0,15.0,15.0,2017.0,0,1,0
41500000,2,54.1,2.0,14.0,2026.0,0,1,0
28000000,1,30.8,1.0,4.0,1971.0,0,0,1
38000000,2,53.4,6.0,9.0,2021.0,0,1,0
35000000,1,34.0,1.0,5.0,1990.0,1,0,0
32500000,2,45.0,3.0,6.0,2025.0,0,1,0
30500000,1,41.0,9.0,10.0,2023.0,0,0,0
48999999,3,74.0,6.0,6.0,1996.0,1,0,0
36500000,2,58.9,5.0,12.0,2022.0,0,1,0
67000000,2,73.2,1.0,12.0,2023.0,0,1,0
33500000,2,45.0,4.0,9.0,2025.0,0,1,0
24500000,1,33.8,10.0,15.0,2025.0,0,1,0
51500000,3,62.2,2.0,4.0,1971.0,0,0,1
41000000,3,83.3,3.0,3.0,2026.0,0,1,0
40000000,2,60.0,2.0,5.0,1989.0,1,0,0
41000000,2,66.7,7.0,9.0,2024.0,0,1,0
38000000,2,54.0,5.0,9.0,2024.0,0,1,0
61000000,2,71.0,2.0,9.0,2021.0,0,1,0
26000000,1,33.52,3.0,9.0,2025.0,0,1,0
65000000,3,100.0,8.0,16.0,2004.0,0,1,0
30500000,2,53.0,8.0,8.0,2017.0,0,1,0
39500000,1,48.2,8.0,10.0,2008.0,0,1,0
42000000,3,71.0,2.0,10.0,2022.0,0,1,0
26500000,1,44.0,7.0,9.0,2025.0,0,0,0
53500000,3,72.0,1.0,9.0,1992.0,0,0,1
34000000,2,54.9,8.0,12.0,2026.0,0,1,0
170000000,3,107.0,10.0,10.0,2022.0,0,1,0
46000000,2,70.0,8.0,10.0,2022.0,0,1,0
63998000,2,50.0,2.0,12.0,2018.0,0,1,0
81900000,3,110.0,4.0,8.0,2021.0,0,1,0
65500000,2,67.0,6.0,13.0,2022.0,0,1,0
77000000,4,103.8,4.0,9.0,1988.0,0,0,1
29700000,1,34.0,8.0,9.0,2023.0,0,1,0
22000000,2,44.0,2.0,2.0,1964.0,1,0,0
65000000,4,74.3,3.0,4.0,1970.0,0,0,1
28000000,2,52.5,3.0,7.0,2025.0,0,1,0
42600000,2,49.2,14.0,15.0,2023.0,0,0,0
37000000,2,60.0,4.0,8.0,2021.0,0,1,0
30000000,1,30.0,12.0,12.0,2018.0,0,1,0
63000000,4,75.0,5.0,5.0,1976.0,0,0,1
43000000,3,65.7,12.0,12.0,1998.0,0,1,0
149500000,3,115.0,6.0,7.0,2025.0,0,1,0
62500000,3,86.5,2.0,3.0,2024.0,0,1,0
63000000,2,51.0,5.0,5.0,1993.0,1,0,0
28500000,2,45.0,4.0,4.0,1967.0,0,0,1
23000000,1,40.4,4.0,4.0,2024.0,1,0,0
210000000,4,137.0,1.0,7.0,2025.0,1,0,0
33800000,2,65.9,5.0,6.0,2008.0,0,1,0
29000000,1,38.8,2.0,12.0,2017.0,0,1,0
56500000,3,69.0,6.0,6.0,1978.0,0,1,0
23500000,1,31.2,4.0,12.0,2024.0,0,0,0
79000000,2,68.0,2.0,10.0,2019.0,0,1,0
33500000,2,58.8,2.0,5.0,2007.0,0,1,0
51000000,2,46.9,11.0,12.0,2025.0,0,1,0
22500000,1,30.0,8.0,10.0,2021.0,0,1,0
99900000,3,120.0,3.0,14.0,2007.0,0,1,0
34500000,2,60.0,7.0,10.0,2019.0,0,1,0
25500000,1,34.5,4.0,9.0,2025.0,0,1,0
45000000,3,70.3,4.0,12.0,2024.0,0,1,0
332000000,5,250.0,2.0,3.0,2021.0,0,1,0
95000000,3,105.1,8.0,12.0,2020.0,0,1,0
35700000,2,56.4,5.0,6.0,1994.0,1,0,0
22000000,3,53.9,2.0,2.0,1957.0,1,0,0
58000000,3,63.2,5.0,5.0,1984.0,1,0,0
30000000,2,56.0,3.0,3.0,1982.0,0,1,0
90000000,5,121.8,3.0,5.0,1991.0,0,1,0
29500000,2,63.4,3.0,9.0,2013.0,0,1,0
42000000,3,62.0,1.0,5.0,1985.0,0,0,1
38500000,2,55.0,11.0,13.0,2025.0,0,1,0
19000000,1,27.6,7.0,10.0,2021.0,0,1,0
30000000,1,34.0,2.0,5.0,1976.0,0,0,1
36000000,2,67.1,5.0,10.0,2022.0,0,1,0
38000000,2,56.0,12.0,13.0,2025.0,0,1,0
62000000,3,92.6,10.0,10.0,2007.0,1,0,0
66000000,3,77.0,1.0,10.0,2021.0,0,1,0
55000000,2,57.0,10.0,11.0,2023.0,0,1,0
31500000,2,63.4,3.0,3.0,2023.0,0,1,0
25600000,1,35.0,9.0,9.0,2024.0,0,1,0
23500000,1,34.4,2.0,3.0,1992.0,1,0,0
21500000,1,38.0,8.0,9.0,2025.0,0,1,0
51000000,3,95.4,5.0,10.0,2022.0,0,1,0
73000000,4,108.85,13.0,13.0,2025.0,0,1,0
37500000,3,57.4,1.0,4.0,1969.0,0,0,1
30500000,2,59.9,3.0,5.0,2020.0,0,1,0
59000000,3,90.0,2.0,6.0,2019.0,0,1,0
27800000,1,53.0,6.0,6.0,2023.0,0,1,0
48500000,1,38.5,5.0,9.0,2025.0,0,1,0
39500000,2,67.0,3.0,9.0,2018.0,0,1,0
69999999,4,97.0,7.0,9.0,1993.0,0,0,1
90000000,3,95.0,2.0,12.0,2026.0,0,1,0
48000000,3,78.0,3.0,5.0,2006.0,0,1,0
125000000,3,160.0,19.0,30.0,2008.0,0,1,0
26900000,1,41.0,9.0,9.0,2023.0,0,1,0
48000000,3,65.0,4.0,5.0,1978.0,0,0,1
29000000,1,46.2,4.0,9.0,2020.0,0,1,0
35000000,1,41.0,2.0,9.0,1990.0,0,0,1
49000000,3,60.0,4.0,5.0,1978.0,0,0,1
88000000,3,85.1,1.0,5.0,1993.0,1,0,0
60000000,2,50.0,7.0,9.0,2018.0,0,1,0
52000000,2,75.0,6.0,9.0,2012.0,0,1,0
89000000,3,104.0,4.0,16.0,2017.0,0,1,0
43000000,3,64.0,1.0,5.0,1973.0,0,0,1
50000000,2,67.3,7.0,14.0,2023.0,0,1,0
36500000,2,51.2,5.0,6.0,2025.0,0,1,0
16000000,1,19.0,4.0,5.0,1984.0,0,0,0
70000000,4,80.0,1.0,4.0,1973.0,1,0,0
50000000,2,57.1,18.0,18.0,2023.0,0,1,0
38500000,2,46.5,6.0,6.0,2014.0,0,1,0
22500000,2,31.0,2.0,3.0,2025.0,0,0,0
28500000,2,43.0,1.0,5.0,1973.0,0,0,1
87000000,3,87.0,8.0,9.0,2025.0,0,1,0
37900000,2,52.0,7.0,12.0,2024.0,0,1,0
44999000,3,85.3,1.0,9.0,2022.0,0,1,0
50500000,2,72.0,4.0,6.0,2024.0,0,1,0
31800000,2,46.0,12.0,13.0,2024.0,0,1,0
28900000,2,54.92,2.0,6.0,2025.0,0,1,0
35000000,2,55.1,2.0,6.0,2024.0,0,1,0
45000000,2,52.0,9.0,9.0,2024.0,0,0,0
43000000,3,72.8,2.0,5.0,1991.0,0,0,0
34000000,1,37.0,2.0,13.0,2021.0,0,1,0
59500000,3,65.0,2.0,9.0,2022.0,0,0,0
24800000,2,40.0,1.0,9.0,2025.0,0,1,0
105000000,3,125.0,8.0,15.0,2015.0,0,1,0
55500000,3,76.2,1.0,20.0,2024.0,0,1,0
37500000,3,57.4,3.0,5.0,1980.0,0,0,1
38000000,2,54.0,14.0,15.0,2008.0,0,1,0
41500000,2,58.7,3.0,12.0,2022.0,0,1,0
46000000,2,72.9,1.0,10.0,2023.0,0,1,0
21000000,1,42.0,5.0,9.0,2024.0,0,1,0
65000000,2,70.8,9.0,18.0,2015.0,0,1,0
53560000,3,90.9,10.0,10.0,2013.0,0,1,0
34000000,2,55.0,3.0,5.0,2024.0,0,1,0
33000000,1,38.0,3.0,6.0,2025.0,0,1,0
36400000,2,55.0,6.0,12.0,2024.0,0,1,0
65000000,3,90.0,4.0,12.0,2023.0,0,1,0
36000000,2,52.3,11.0,16.0,2014.0,0,1,0
42000000,3,59.9,1.0,5.0,1980.0,0,0,1
50500000,2,52.31,8.0,9.0,2026.0,0,1,0
19600000,1,33.2,3.0,5.0,2024.0,0,1,0
37500000,3,56.4,1.0,5.0,1977.0,0,0,1
70000000,3,95.0,9.0,16.0,2022.0,0,1,0
31999999,2,54.9,5.0,6.0,2022.0,0,1,0
45000000,3,74.8,1.0,6.0,2022.0,0,0,0
47000000,3,78.0,2.0,5.0,2015.0,0,1,0
38000000,2,46.0,4.0,5.0,1985.0,1,0,0
25900000,1,41.0,1.0,8.0,2017.0,0,1,0
31990000,2,45.0,5.0,5.0,1985.0,0,0,1
40000000,2,60.0,8.0,9.0,1988.0,0,0,1
82000000,2,55.0,16.0,21.0,2021.0,0,1,0
36500000,1,41.2,3.0,13.0,2024.0,0,1,0
28000000,1,45.0,1.0,6.0,2019.0,0,1,0
39000000,2,60.2,1.0,13.0,2024.0,0,1,0
27000000,2,39.7,6.0,10.0,2018.0,0,1,0
32500000,2,39.5,3.0,3.0,1961.0,1,0,0
35000000,1,33.7,4.0,6.0,2025.0,0,1,0
49000000,3,85.0,3.0,10.0,2021.0,0,1,0
69830000,3,75.0,5.0,19.0,2022.0,0,1,0
22500000,1,45.85,6.0,12.0,2025.0,0,1,0
58000000,3,75.0,5.0,5.0,1987.0,1,0,0
52000000,3,93.0,5.0,9.0,2006.0,0,1,0
47000000,2,55.0,3.0,10.0,2017.0,0,1,0
46000000,2,61.6,5.0,5.0,1973.0,1,0,0
38500000,3,85.0,1.0,9.0,2016.0,0,1,0
41000000,3,90.0,3.0,5.0,2014.0,0,1,0
435000000,8,360.0,6.0,7.0,2019.0,0,1,0
45000000,3,71.5,2.0,5.0,1990.0,1,0,0
61000000,2,92.5,1.0,16.0,2023.0,0,1,0
30000000,1,50.0,9.0,9.0,2007.0,0,1,0
64000000,2,70.0,10.0,16.0,2025.0,0,1,0
32000000,2,37.7,12.0,12.0,2025.0,0,1,0
30000000,1,74.0,7.0,16.0,2012.0,0,1,0
17000000,1,16.8,3.0,4.0,1967.0,0,0,1
79999999,3,89.2,1.0,21.0,2017.0,0,1,0
96000000,4,82.3,3.0,5.0,1968.0,1,0,0
75000000,3,113.0,4.0,5.0,2018.0,0,1,0
100000000,2,110.5,9.0,21.0,2014.0,0,1,0
16000000,1,20.0,1.0,5.0,1976.0,1,0,0
28500000,2,44.0,4.0,5.0,1985.0,0,0,1
59000000,3,85.5,12.0,12.0,2023.0,0,1,0
123500000,3,113.0,11.0,16.0,2022.0,0,1,0
49000000,2,63.3,7.0,14.0,2026.0,0,1,0
21000000,1,38.8,2.0,5.0,2008.0,0,0,0
70000000,3,75.0,2.0,13.0,2023.0,0,1,0
57500000,3,83.0,7.0,7.0,2021.0,0,1,0
48480000,3,76.5,3.0,5.0,2006.0,0,1,0
44900000,2,56.0,6.0,6.0,2025.0,0,1,0
62000000,3,81.0,7.0,8.0,1977.0,0,0,1
42000000,3,82.0,6.0,16.0,2013.0,0,1,0
26700000,3,60.28,8.0,10.0,2026.0,0,1,0
28000000,2,45.6,3.0,5.0,1989.0,1,0,0
38500000,2,53.8,7.0,9.0,1993.0,1,0,0
27000000,1,32.0,5.0,5.0,1988.0,1,0,0
98000000,3,80.0,3.0,20.0,2023.0,0,1,0
51000000,2,63.4,10.0,12.0,2025.0,0,1,0
49000000,3,66.0,3.0,4.0,1961.0,1,0,0
20000000,2,36.1,5.0,5.0,1986.0,1,0,0
78000000,4,102.4,14.0,18.0,2022.0,0,1,0
35500000,2,57.7,11.0,12.0,2016.0,0,1,0
25000000,1,45.0,5.0,5.0,2016.0,0,1,0
19500000,1,38.0,8.0,9.0,2025.0,0,1,0
96500000,3,112.5,9.0,14.0,2026.0,0,1,0
27500000,1,38.0,6.0,6.0,2025.0,0,1,0
68000000,3,81.1,3.0,3.0,1949.0,1,0,0
55000000,3,88.0,4.0,10.0,2012.0,0,1,0
18900000,1,29.9,8.0,9.0,2026.0,0,1,0
35000000,2,56.9,1.0,12.0,2025.0,0,1,0
71000000,3,85.4,4.0,12.0,2024.0,0,1,0
40000000,3,51.7,3.0,10.0,2022.0,0,1,0
19200000,1,39.36,6.0,12.0,2025.0,0,1,0
119000000,3,123.6,7.0,10.0,2009.0,0,1,0
47000000,2,59.1,5.0,5.0,1984.0,0,0,1
28000000,1,38.0,1.0,16.0,2021.0,0,1,0
30000000,2,69.1,5.0,5.0,2014.0,0,0,1
45000000,2,48.76,9.0,12.0,2026.0,0,1,0
21500000,1,36.0,6.0,7.0,2013.0,0,1,0
25000000,2,42.7,2.0,2.0,1958.0,1,0,0
25000000,1,34.5,4.0,9.0,2026.0,0,1,0
24800000,1,34.1,1.0,5.0,1997.0,1,0,0
54900000,3,99.0,9.0,10.0,2022.0,0,1,0
205000000,4,270.0,1.0,2.0,2004.0,0,1,0
33500000,2,51.51,1.0,9.0,2026.0,0,1,0
52000000,2,63.0,2.0,9.0,2007.0,0,1,0
27500000,2,50.0,4.0,4.0,1973.0,0,0,1
23999999,1,48.0,1.0,7.0,2022.0,0,1,0
