price,rooms,area,floor,total_floors,year,building_type_кирпичный,building_type_монолитный,building_type_панельный
180000000,4,156.8,4.0,7.0,2014.0,0,1,0
35600000,2,49.5,4.0,6.0,2025.0,0,1,0
33500000,1,40.0,2.0,9.0,1985.0,0,0,1
27500000,2,55.0,9.0,9.0,2021.0,0,1,0
23000000,1,40.58,4.0,10.0,2024.0,0,1,0
30000000,2,42.1,1.0,5.0,1987.0,0,0,1
60000000,3,70.0,7.0,8.0,1976.0,0,0,1
31000000,1,46.0,8.0,9.0,2025.0,0,1,0
21000000,1,30.0,5.0,7.0,2022.0,0,1,0
96000000,3,97.0,15.0,19.0,2016.0,0,1,0
45000000,2,57.0,6.0,9.0,2006.0,0,1,0
40000000,2,62.0,8.0,9.0,2019.0,0,1,0
57000000,2,53.0,4.0,5.0,1977.0,1,0,0
83000000,2,108.0,9.0,12.0,2013.0,0,1,0
42500000,2,67.0,10.0,10.0,2012.0,0,1,0
79999900,2,60.6,8.0,16.0,2019.0,0,1,0
35000000,2,70.0,2.0,5.0,2014.0,0,0,0
56000000,1,34.2,4.0,5.0,1991.0,0,0,0
38500000,2,49.0,8.0,13.0,2024.0,0,1,0
41700000,2,51.5,13.0,13.0,2024.0,0,1,0
33814000,2,63.8,5.0,6.0,2026.0,0,1,0
24000000,1,36.4,10.0,12.0,2019.0,0,1,0
55000000,3,70.0,15.0,16.0,2026.0,0,1,0
79500000,4,99.1,1.0,5.0,1991.0,1,0,0
45000000,3,63.0,2.0,5.0,1979.0,0,0,1
41000000,3,59.1,2.0,4.0,1964.0,0,0,1
59000000,2,64.0,11.0,13.0,2015.0,0,1,0
36000000,2,55.0,8.0,12.0,2019.0,0,1,0
24500000,1,29.0,3.0,6.0,2025.0,0,1,0
85000000,3,86.0,9.0,17.0,2022.0,0,1,0
25500000,1,31.0,1.0,5.0,1975.0,0,0,1
37500000,1,36.4,6.0,9.0,1988.0,0,0,1
80000000,3,63.6,2.0,3.0,1959.0,1,0,0
28900000,2,41.0,2.0,4.0,1962.0,1,0,0
120000000,3,118.0,14.0,14.0,2018.0,0,1,0
38760000,2,62.2,3.0,5.0,2025.0,0,1,0
115000000,4,118.0,1.0,3.0,2025.0,0,1,0
47000000,3,59.0,4.0,5.0,1978.0,0,0,1
105000000,2,54.7,4.0,21.0,2022.0,0,1,0
80000000,3,60.0,7.0,9.0,2025.0,0,1,0
28000000,1,34.7,4.0,4.0,1973.0,1,0,0
80000000,3,82.0,7.0,10.0,2004.0,0,1,0
30000000,1,36.0,4.0,9.0,2018.0,0,1,0
52000000,2,61.0,5.0,5.0,1971.0,1,0,0
37000000,2,47.0,6.0,13.0,2024.0,0,1,0
35000000,2,53.0,1.0,5.0,1983.0,0,0,1
32000000,2,44.0,3.0,5.0,1980.0,0,0,1
53000000,3,60.2,3.0,4.0,1977.0,1,0,0
37000000,2,51.0,5.0,5.0,1991.0,0,0,0
21500000,1,34.0,9.0,9.0,2020.0,0,1,0
44999999,3,68.0,1.0,5.0,1983.0,0,0,1
51000000,3,84.0,4.0,8.0,2020.0,0,1,0
120000000,2,81.0,6.0,9.0,2015.0,0,1,0
28500000,1,43.0,3.0,9.0,2021.0,0,1,0
34400000,2,54.0,3.0,6.0,2019.0,0,0,0
45000000,2,56.0,5.0,9.0,2022.0,0,1,0
40000000,2,68.0,9.0,9.0,2018.0,0,1,0
38500000,2,62.0,3.0,5.0,2020.0,0,1,0
90000000,3,87.0,2.0,17.0,2023.0,0,1,0
35800000,2,56.8,11.0,15.0,2016.0,0,1,0
30500000,2,48.0,5.0,5.0,1985.0,0,0,1
21700000,1,32.0,7.0,10.0,2024.0,0,0,0
26500000,1,30.0,2.0,17.0,2025.0,0,1,0
112000000,3,115.0,9.0,21.0,2012.0,0,1,0
56000000,1,45.0,3.0,12.0,2019.0,0,1,0
107860000,3,134.6,2.0,4.0,2023.0,1,0,0
59000000,2,57.0,3.0,9.0,2017.0,0,1,0
31000000,2,42.0,2.0,5.0,1978.0,0,0,1
37000000,3,68.0,8.0,10.0,2023.0,0,0,0
33000000,2,53.0,1.0,5.0,2021.0,0,1,0
45000000,3,71.0,4.0,5.0,1990.0,1,0,0
45000000,3,71.0,4.0,5.0,1990.0,1,0,0
43000000,3,69.6,4.0,5.0,1989.0,1,0,0
33500000,2,70.0,8.0,12.0,2017.0,0,1,0
29000000,1,32.0,2.0,10.0,2021.0,0,1,0
36000000,2,67.0,7.0,9.0,2018.0,0,1,0
99600000,3,137.0,2.0,14.0,2010.0,0,1,0
38500000,1,40.0,3.0,9.0,1993.0,0,0,1
115000000,4,156.0,14.0,17.0,2009.0,0,1,0
41500000,3,70.0,3.0,5.0,1989.0,1,0,0
25200000,1,40.0,2.0,6.0,2024.0,0,1,0
63000000,2,50.0,5.0,12.0,2024.0,0,1,0
36600000,3,72.0,6.0,6.0,2022.0,0,1,0
31200000,2,46.6,11.0,12.0,2026.0,0,0,0
20000000,1,20.0,2.0,2.0,2017.0,0,0,0
49000000,3,64.1,5.0,5.0,1968.0,1,0,0
33500000,2,44.0,3.0,5.0,1973.0,0,0,1
40000000,2,50.7,4.0,9.0,2026.0,0,1,0
74500000,4,80.0,3.0,13.0,2020.0,0,1,0
53000000,1,47.0,2.0,9.0,2025.0,0,1,0
37000000,2,63.0,7.0,9.0,2010.0,0,1,0
23000000,1,36.0,2.0,5.0,1980.0,0,0,0
77700000,3,83.0,4.0,9.0,2016.0,0,1,0
48000000,3,69.0,1.0,5.0,2000.0,1,0,0
75000000,3,87.6,7.0,7.0,1974.0,1,0,0
68000000,3,78.8,2.0,5.0,1978.0,1,0,0
125000000,5,197.0,2.0,3.0,2014.0,1,0,0
32000000,2,45.0,4.0,5.0,1977.0,0,0,1
55000000,3,84.0,6.0,9.0,2020.0,0,1,0
80000000,3,85.0,5.0,5.0,1973.0,1,0,0
59000000,3,69.0,2.0,5.0,1980.0,0,0,1
93800000,4,108.7,1.0,12.0,2023.0,0,1,0
23000000,1,32.6,3.0,3.0,2023.0,0,1,0
38000000,1,23.0,6.0,16.0,2023.0,1,0,0
21800000,1,32.0,4.0,5.0,1985.0,0,0,1
27000000,1,45.0,1.0,10.0,2019.0,0,1,0
80000000,3,70.0,2.0,12.0,2022.0,0,1,0
42000000,2,49.0,6.0,12.0,2024.0,0,1,0
29000000,2,39.0,6.0,18.0,2022.0,0,1,0
46000000,3,64.0,5.0,5.0,1977.0,0,0,1
35000000,2,51.0,7.0,13.0,2024.0,0,1,0
19000000,1,35.0,7.0,12.0,2025.0,0,1,0
21500000,2,40.4,5.0,9.0,2026.0,0,1,0
50000000,2,57.0,1.0,4.0,2021.0,0,1,0
43000000,3,60.0,2.0,4.0,1968.0,0,0,0
37000000,2,43.0,1.0,5.0,1989.0,1,0,0
30000000,1,42.0,5.0,5.0,1871.0,0,0,1
29500000,3,56.0,1.0,2.0,1966.0,0,0,0
33000000,2,58.5,5.0,5.0,2006.0,0,1,0
65000000,2,48.0,9.0,11.0,2018.0,0,1,0
170000000,4,132.0,8.0,9.0,2025.0,0,1,0
39500000,4,75.0,4.0,4.0,1970.0,0,0,1
55000000,3,68.0,1.0,3.0,1942.0,1,0,0
88000000,3,97.0,8.0,14.0,2006.0,0,1,0
111700000,3,92.0,1.0,5.0,1983.0,1,0,0
43500000,3,72.0,3.0,5.0,1992.0,0,0,1
76000000,2,70.0,10.0,12.0,2022.0,0,1,0
155000000,3,135.0,4.0,7.0,2008.0,0,1,0
15000000,1,20.0,3.0,5.0,1983.0,0,0,1
178000000,4,160.0,5.0,21.0,2014.0,0,1,0
57500000,2,52.0,5.0,5.0,1995.0,1,0,0
430000000,7,448.0,3.0,3.0,2021.0,0,1,0
8000000,1,27.0,1.0,5.0,2006.0,1,0,0
38500000,3,75.0,4.0,6.0,2021.0,0,1,0
30000000,2,50.0,4.0,5.0,1989.0,1,0,0
87000000,3,81.0,4.0,4.0,2024.0,0,1,0
250000000,4,184.4,1.0,4.0,2018.0,0,1,0
25300000,2,40.0,9.0,9.0,2025.0,0,1,0
33500000,2,51.0,2.0,5.0,1979.0,0,0,1
86500000,3,65.0,8.0,21.0,2023.0,0,1,0
76900000,3,110.0,8.0,10.0,2012.0,0,1,0
16500000,1,20.0,3.0,5.0,1975.0,1,0,0
30000000,1,42.5,3.0,10.0,2019.0,0,0,0
52000000,3,85.0,4.0,6.0,2026.0,0,1,0
48000000,2,40.0,13.0,16.0,2019.0,0,1,0
245000000,4,225.0,1.0,6.0,2009.0,1,0,0
58500000,2,58.0,4.0,9.0,1993.0,0,1,0
157000000,4,185.0,7.0,15.0,2008.0,0,1,0
87000000,3,100.0,6.0,12.0,2009.0,0,1,0
19500000,1,33.0,1.0,5.0,1990.0,1,0,0
200000000,5,160.0,4.0,15.0,2011.0,0,1,0
330000000,5,254.0,4.0,4.0,2021.0,0,1,0
28000000,1,30.0,5.0,7.0,2024.0,0,1,0
33800000,1,32.0,7.0,10.0,2021.0,0,1,0
29000000,1,42.5,2.0,6.0,2023.0,0,1,0
41000000,3,60.0,3.0,4.0,1971.0,0,0,1
55000000,2,63.0,18.0,19.0,2012.0,0,1,0
127000000,3,81.7,7.0,17.0,2022.0,0,1,0
42800000,3,74.5,7.0,12.0,2026.0,0,1,0
52000000,1,40.0,4.0,10.0,2025.0,0,1,0
135670000,3,114.2,3.0,9.0,2026.0,0,1,0
47500000,2,60.0,4.0,5.0,2019.0,0,1,0
28000000,1,39.9,13.0,14.0,2018.0,0,1,0
45000000,3,77.6,7.0,9.0,2019.0,0,1,0
73900000,3,70.0,5.0,16.0,2020.0,0,1,0
48000000,2,50.0,5.0,12.0,2025.0,0,1,0
26000000,1,36.0,8.0,9.0,2020.0,0,1,0
39500000,1,40.0,10.0,12.0,2022.0,0,1,0
43000000,3,59.0,3.0,4.0,1965.0,0,0,1
53000000,3,83.0,7.0,9.0,2026.0,0,1,0
22500000,1,32.0,3.0,10.0,2022.0,0,1,0
18500000,1,17.7,2.0,5.0,1979.0,1,0,0
63500000,3,65.0,8.0,13.0,2016.0,0,1,0
38000000,1,41.0,8.0,9.0,1984.0,0,0,1
34000000,3,57.0,4.0,4.0,1970.0,0,0,1
50000000,3,64.0,9.0,9.0,1987.0,0,0,1
22000000,1,34.5,9.0,10.0,2018.0,0,1,0
34500000,2,51.0,2.0,5.0,1980.0,0,0,0
38500000,2,107.4,15.0,16.0,2012.0,0,1,0
51000000,3,70.0,3.0,9.0,1977.0,0,0,1
42000000,2,42.5,4.0,13.0,2025.0,0,1,0
200000000,4,156.5,1.0,4.0,2021.0,0,0,0
28999999,1,39.0,8.0,10.0,2019.0,0,1,0
57500000,3,71.0,1.0,16.0,2021.0,0,1,0
42000000,3,66.0,3.0,5.0,1983.0,0,0,1
70000000,2,68.0,12.0,14.0,2015.0,0,1,0
45500000,2,56.0,6.0,9.0,2026.0,0,1,0
95000000,3,98.0,7.0,13.0,2023.0,0,1,0
100000000,3,100.0,3.0,9.0,2015.0,0,1,0
40000000,4,84.6,1.0,4.0,1976.0,0,0,0
25500000,1,34.0,1.0,5.0,1989.0,1,0,0
27990000,1,42.0,4.0,6.0,2014.0,0,1,0
35000000,2,54.0,4.0,5.0,2020.0,0,1,0
12500000,1,15.0,2.0,4.0,1969.0,0,0,1
26000000,1,40.0,4.0,5.0,1985.0,0,0,1
24500000,1,42.0,8.0,9.0,2020.0,0,1,0
25000000,1,41.0,6.0,9.0,2022.0,0,1,0
40000000,2,67.6,3.0,6.0,2025.0,0,1,0
78000000,3,77.0,9.0,12.0,1988.0,0,1,0
490000000,5,260.0,10.0,22.0,2007.0,0,1,0
325000000,4,175.0,15.0,22.0,2015.0,0,1,0
380000000,4,190.0,15.0,22.0,2015.0,0,1,0
254000000,3,135.0,8.0,22.0,2018.0,0,1,0
235000000,3,125.0,10.0,22.0,2015.0,0,1,0
185000000,2,97.0,14.0,22.0,2015.0,0,1,0
30000000,2,42.4,4.0,4.0,1971.0,0,0,1
44000000,1,40.0,15.0,20.0,2025.0,0,0,0
42000000,2,66.0,10.0,12.0,2025.0,0,1,0
65000000,3,80.0,2.0,7.0,2021.0,0,1,0
125000000,3,105.0,3.0,3.0,2023.0,0,1,0
45000000,2,60.0,4.0,5.0,2020.0,0,0,0
47000000,2,50.0,9.0,15.0,2023.0,0,1,0
40500000,2,52.0,5.0,5.0,1995.0,0,0,1
70000000,3,96.0,1.0,10.0,2021.0,0,1,0
33300000,3,67.28,9.0,9.0,2025.0,0,1,0
20300000,1,28.3,7.0,10.0,2021.0,0,1,0
25500000,1,30.0,8.0,10.0,2026.0,0,0,0
19800000,1,39.2,8.0,9.0,2026.0,0,1,0
123000000,3,80.0,14.0,22.0,2025.0,0,1,0
38000000,2,50.0,4.0,14.0,2017.0,0,1,0
55000000,3,73.0,9.0,9.0,1992.0,0,1,0
36000000,1,39.4,6.0,9.0,2025.0,0,1,0
30000000,2,51.0,2.0,4.0,1978.0,1,0,0
180000000,5,292.0,12.0,13.0,2008.0,0,1,0
55000000,3,86.0,5.0,21.0,2012.0,0,1,0
88000000,3,91.0,7.0,15.0,2015.0,0,1,0
29000000,1,40.0,3.0,9.0,2019.0,0,1,0
24500000,1,39.6,2.0,5.0,2017.0,0,1,0
37000000,3,58.0,4.0,5.0,1967.0,0,0,1
42000000,3,66.1,3.0,5.0,1977.0,0,0,1
68500000,3,100.0,13.0,16.0,2009.0,0,1,0
37000000,2,60.0,4.0,10.0,2023.0,0,1,0
34000000,2,45.0,3.0,6.0,2026.0,0,0,0
38000000,2,57.0,4.0,5.0,2004.0,1,0,0
20500000,1,33.2,5.0,5.0,1983.0,1,0,0
35500000,2,40.0,3.0,9.0,2025.0,0,1,0
21000000,1,31.0,4.0,5.0,2018.0,0,1,0
32000000,3,62.0,2.0,5.0,1974.0,0,0,1
26800000,1,33.0,4.0,5.0,1986.0,0,0,1
68500000,3,82.13,1.0,4.0,2026.0,0,1,0
28500000,1,48.0,5.0,9.0,2005.0,0,1,0
29000000,1,48.0,1.0,9.0,2005.0,0,1,0
75000000,4,87.5,4.0,5.0,1979.0,1,0,0
36500000,2,60.0,10.0,10.0,2012.0,0,1,0
35000000,2,46.0,1.0,5.0,1977.0,0,0,1
39990000,2,63.0,6.0,9.0,2010.0,0,1,0
30000000,1,32.0,3.0,4.0,1962.0,1,0,0
48990000,3,93.5,9.0,10.0,2025.0,0,1,0
73000000,2,70.0,1.0,2.0,2006.0,0,1,0
38000000,3,84.0,5.0,5.0,2022.0,0,1,0
85000000,2,100.0,8.0,10.0,2014.0,0,1,0
75000000,3,83.5,9.0,14.0,2019.0,0,1,0
66000000,3,82.0,11.0,13.0,2022.0,0,1,0
23000000,2,38.0,2.0,2.0,1960.0,1,0,0
250000000,5,250.0,5.0,6.0,2017.0,0,1,0
105000000,3,103.4,9.0,12.0,2025.0,0,1,0
53000000,4,88.5,7.0,9.0,1989.0,0,0,1
18000000,1,38.0,6.0,12.0,2024.0,0,1,0
160000000,3,130.0,1.0,3.0,2022.0,0,1,0
160000000,3,100.0,3.0,4.0,2022.0,0,1,0
73000000,3,101.0,12.0,12.0,2025.0,0,1,0
51000000,3,68.0,10.0,14.0,1991.0,0,1,0
42500000,2,40.63,2.0,9.0,2026.0,0,1,0
44900000,1,44.0,6.0,9.0,2026.0,0,1,0
19000000,1,37.6,2.0,2.0,1962.0,1,0,0
20500000,1,28.0,7.0,10.0,2021.0,0,1,0
121000000,2,85.0,8.0,12.0,2017.0,0,1,0
34000000,1,36.0,3.0,5.0,1995.0,1,0,0
32000000,3,58.0,1.0,4.0,1969.0,0,0,1
60000000,2,60.0,3.0,8.0,1989.0,1,0,0
28000000,1,33.0,4.0,5.0,1982.0,0,0,1
26900000,1,44.0,6.0,8.0,2015.0,0,1,0
38000000,2,56.0,7.0,9.0,2024.0,0,1,0
40000000,3,59.0,2.0,5.0,1982.0,0,0,1
80000000,3,113.7,11.0,17.0,2014.0,0,1,0
54000000,2,71.0,14.0,16.0,2013.0,0,1,0
60000000,3,107.0,10.0,13.0,2016.0,0,1,0
17000000,1,30.0,3.0,5.0,2011.0,0,1,0
74999999,3,90.0,9.0,13.0,2021.0,0,1,0
35000000,1,37.6,5.0,16.0,2023.0,0,1,0
21000000,1,31.1,6.0,10.0,2021.0,0,1,0
61000000,4,72.0,9.0,20.0,2024.0,0,1,0
30000000,1,33.0,1.0,9.0,2023.0,1,0,0
51800000,3,56.0,18.0,20.0,2022.0,0,0,0
35000000,2,42.0,6.0,9.0,2010.0,0,0,0
40800000,2,45.0,4.0,13.0,2025.0,0,1,0
22500000,1,38.0,5.0,9.0,2024.0,0,1,0
36000000,1,36.4,3.0,9.0,1985.0,0,0,0
40000000,1,42.0,10.0,16.0,2026.0,0,1,0
44999999,3,62.0,1.0,5.0,1973.0,0,0,1
62000000,3,70.0,6.0,10.0,2021.0,0,1,0
45500000,2,56.0,13.0,15.0,2021.0,0,1,0
35500000,2,65.0,17.0,18.0,2012.0,0,1,0
54000000,2,60.0,6.0,9.0,2024.0,0,1,0
37000000,2,47.0,4.0,4.0,1963.0,0,0,1
15000000,1,35.0,2.0,3.0,2021.0,0,0,0
59000000,2,71.5,18.0,25.0,2008.0,0,1,0
33800000,1,40.0,3.0,9.0,1980.0,0,0,1
34000000,2,45.6,2.0,3.0,2024.0,0,1,0
38500000,3,60.0,1.0,4.0,1961.0,0,0,1
40000000,1,46.0,5.0,13.0,2024.0,0,1,0
24500000,1,42.0,2.0,5.0,2021.0,0,0,0
140000000,3,85.0,9.0,21.0,2023.0,0,1,0
37000000,3,70.0,10.0,10.0,2018.0,0,1,0
110000000,3,112.0,11.0,12.0,2017.0,0,1,0
24600000,1,36.0,7.0,9.0,2020.0,0,1,0
23500000,1,33.0,9.0,9.0,2019.0,0,1,0
27500000,2,36.0,5.0,9.0,2020.0,0,1,0
32000000,1,32.0,5.0,5.0,1977.0,0,0,1
24500000,1,35.0,7.0,9.0,2020.0,0,1,0
141000000,3,100.0,3.0,3.0,2026.0,0,1,0
35500000,2,47.0,3.0,5.0,1984.0,0,0,1
31000000,3,57.8,2.0,4.0,1961.0,1,0,0
23300000,1,29.0,3.0,12.0,2025.0,0,1,0
46500000,3,82.0,2.0,16.0,2015.0,0,1,0
108000000,3,103.0,3.0,4.0,2019.0,0,1,0
108000000,3,103.0,3.0,4.0,2019.0,0,1,0
72000000,2,70.0,1.0,2.0,2006.0,0,1,0
65000000,4,95.4,8.0,9.0,1990.0,0,0,1
42000000,3,60.0,2.0,4.0,1967.0,0,0,1
25000000,1,34.0,2.0,5.0,1984.0,0,0,0
56000000,3,73.3,5.0,5.0,1979.0,1,0,0
69000000,4,85.0,5.0,5.0,1985.0,1,0,0
23000000,1,25.87,1.0,3.0,2025.0,1,0,0
113000000,3,120.0,17.0,19.0,2009.0,0,1,0
50000000,2,56.0,9.0,12.0,2024.0,0,1,0
19000000,1,35.0,7.0,9.0,2026.0,0,1,0
69000000,4,100.0,8.0,10.0,2022.0,0,1,0
29000000,1,32.0,1.0,2.0,1959.0,1,0,0
30000000,2,50.0,5.0,5.0,1997.0,1,0,0
42000000,3,70.0,3.0,10.0,2022.0,0,1,0
37000000,2,56.4,5.0,10.0,2019.0,0,1,0
69999999,2,58.0,3.0,9.0,2025.0,0,1,0
44000000,2,60.3,6.0,9.0,1994.0,0,0,1
71000000,3,80.0,18.0,20.0,2024.0,0,1,0
55900000,2,70.0,9.0,15.0,2023.0,0,1,0
24999999,1,40.0,9.0,9.0,2008.0,0,1,0
41000000,2,53.0,8.0,8.0,2022.0,0,1,0
34000000,3,58.0,2.0,4.0,1960.0,0,0,1
22000000,1,32.0,9.0,10.0,2024.0,0,1,0
28000000,2,57.0,5.0,5.0,2022.0,0,1,0
32000000,2,60.0,5.0,5.0,1992.0,0,0,0
28000000,3,50.4,1.0,2.0,1958.0,1,0,0
58000000,3,112.5,4.0,19.0,2012.0,0,1,0
60000000,3,95.0,1.0,10.0,2022.0,0,1,0
23000000,1,44.0,1.0,5.0,1993.0,1,0,0
47000000,2,57.0,1.0,9.0,2006.0,0,0,1
42000000,2,67.4,3.0,13.0,2025.0,0,1,0
67500000,3,80.0,1.0,10.0,2019.0,0,1,0
28500000,2,46.0,2.0,4.0,1965.0,0,0,1
38500000,2,43.0,5.0,12.0,2024.0,0,1,0
36000000,2,68.5,13.0,13.0,2018.0,0,1,0
45000000,3,74.0,4.0,10.0,2008.0,0,1,0
32000000,1,40.2,4.0,9.0,1984.0,0,0,1
25000000,1,35.0,1.0,5.0,2022.0,0,1,0
145000000,3,132.0,5.0,6.0,2012.0,0,1,0
65000000,2,70.0,3.0,3.0,2020.0,1,0,0
34500000,3,60.0,2.0,4.0,1967.0,0,0,1
93000000,4,98.5,2.0,7.0,2003.0,1,0,0
38000000,2,61.0,12.0,13.0,2018.0,0,1,0
85000000,4,140.0,1.0,5.0,2011.0,0,0,0
20500000,1,38.0,5.0,5.0,1986.0,1,0,0
174900000,2,93.0,3.0,9.0,2009.0,0,1,0
80000000,3,113.0,3.0,18.0,2012.0,0,1,0
37000000,2,55.0,6.0,9.0,2024.0,0,1,0
26000000,2,41.0,2.0,3.0,1969.0,1,0,0
26500000,2,44.0,1.0,4.0,1964.0,0,0,1
36000000,2,58.8,10.0,12.0,2019.0,0,1,0
42000000,2,69.0,5.0,9.0,2010.0,0,1,0
52000000,3,65.0,1.0,6.0,2026.0,0,1,0
26500000,1,36.0,8.0,9.0,2020.0,0,1,0
43000000,3,62.0,9.0,9.0,2025.0,0,1,0
50000000,3,80.0,9.0,11.0,2024.0,0,1,0
28000000,2,49.0,3.0,5.0,2024.0,0,1,0
40000000,3,58.0,1.0,4.0,1968.0,0,0,1
76500000,4,101.6,8.0,16.0,2024.0,0,1,0
45000000,2,52.0,8.0,9.0,2025.0,0,0,0
28000000,1,47.0,8.0,10.0,2022.0,0,0,0
41000000,2,44.0,2.0,3.0,1958.0,0,0,0
28800000,2,45.0,4.0,4.0,1968.0,0,0,1
33500000,1,40.0,7.0,13.0,2023.0,0,1,0
43000000,2,55.0,3.0,5.0,1990.0,0,0,1
95500000,3,130.0,8.0,15.0,2015.0,0,1,0
33500000,3,43.3,5.0,5.0,1977.0,0,0,1
35000000,2,53.4,4.0,5.0,1983.0,0,0,1
93000000,3,100.4,9.0,12.0,2019.0,0,1,0
40000000,3,63.0,4.0,5.0,1986.0,0,0,1
39000000,2,40.0,4.0,4.0,1963.0,1,0,0
56000000,2,83.0,6.0,16.0,2012.0,0,1,0
41000000,3,72.0,1.0,9.0,1986.0,0,0,1
41000000,3,58.0,3.0,4.0,1963.0,1,0,0
47000000,1,37.0,1.0,12.0,2024.0,0,1,0
36500000,2,50.0,2.0,5.0,2024.0,0,1,0
30999999,1,32.0,3.0,5.0,1980.0,0,0,0
78000000,3,86.0,11.0,12.0,2024.0,0,1,0
23300000,1,35.0,3.0,3.0,2025.0,0,1,0
50000000,3,68.0,8.0,12.0,2022.0,0,1,0
51000000,3,70.7,1.0,9.0,1992.0,0,0,1
41500000,2,54.0,3.0,12.0,2024.0,0,1,0
38000000,3,75.0,4.0,5.0,1996.0,1,0,0
45000000,2,60.0,2.0,9.0,2024.0,0,1,0
51000000,3,83.0,15.0,16.0,2012.0,0,1,0
38000000,2,50.0,4.0,4.0,1976.0,1,0,0
28000000,1,44.2,3.0,5.0,2020.0,0,1,0
22500000,1,35.0,6.0,7.0,2015.0,0,1,0
54000000,2,47.0,9.0,13.0,2020.0,0,1,0
44500000,3,65.0,5.0,5.0,1977.0,0,0,1
88500000,4,100.0,9.0,10.0,2018.0,0,1,0
15000000,1,24.0,2.0,5.0,1975.0,1,0,0
23000000,1,34.0,11.0,12.0,2024.0,0,1,0
160000000,4,150.0,9.0,9.0,2021.0,0,0,0
31999999,1,52.2,2.0,9.0,2024.0,0,0,0
35743000,1,43.6,4.0,9.0,2026.0,0,1,0
18000000,1,19.0,2.0,4.0,1969.0,1,0,0
200000000,3,162.0,3.0,4.0,2021.0,0,1,0
37000000,1,33.8,2.0,5.0,1985.0,1,0,0
35000000,1,46.0,2.0,5.0,2023.0,0,1,0
22000000,1,29.0,3.0,6.0,2026.0,0,0,0
37000000,3,63.0,10.0,10.0,2020.0,0,1,0
19600000,1,33.5,3.0,3.0,1986.0,1,0,0
160000000,3,113.2,6.0,19.0,2020.0,0,1,0
55000000,2,64.5,1.0,5.0,1991.0,0,1,0
43000000,3,60.0,4.0,5.0,1973.0,0,0,1
33000000,3,86.0,2.0,2.0,1965.0,1,0,0
54000000,2,52.0,2.0,5.0,1984.0,0,0,1
80000000,4,95.0,16.0,17.0,2023.0,0,1,0
50000000,2,70.0,3.0,9.0,2020.0,0,1,0
43000000,2,55.0,4.0,9.0,2006.0,0,1,0
79000000,4,85.0,2.0,4.0,1950.0,1,0,0
22500000,1,50.0,5.0,6.0,2022.0,0,1,0
33500000,3,79.0,4.0,6.0,2022.0,0,1,0
22700000,1,50.0,1.0,6.0,2022.0,0,1,0
19000000,1,27.0,1.0,5.0,2025.0,0,1,0
23500000,2,57.14,9.0,9.0,2025.0,0,1,0
75500000,3,100.0,9.0,10.0,2006.0,0,1,0
49000000,2,47.4,2.0,20.0,2024.0,0,1,0
24000000,1,37.0,5.0,5.0,2025.0,0,1,0
48000000,3,63.0,4.0,5.0,1975.0,0,0,1
107000000,3,88.0,1.0,3.0,2021.0,0,1,0
36500000,3,58.0,3.0,4.0,1967.0,0,0,1
59000000,2,62.0,7.0,20.0,2024.0,0,1,0
51000000,2,55.0,18.0,20.0,2025.0,0,0,0
62000000,3,75.0,1.0,3.0,2020.0,0,1,0
68000000,3,70.0,3.0,3.0,1963.0,0,0,0
35000000,1,50.0,1.0,5.0,2024.0,0,0,0
58500000,4,83.0,4.0,5.0,1989.0,0,0,1
33000000,2,42.5,4.0,5.0,1986.0,0,0,1
32000000,2,47.0,2.0,9.0,2024.0,0,1,0
40000000,2,40.4,3.0,13.0,2021.0,0,1,0
30900000,2,39.0,4.0,6.0,2025.0,0,1,0
25000000,2,40.0,3.0,9.0,2026.0,0,0,1
152000000,5,140.0,12.0,12.0,2022.0,0,1,0
56000000,3,70.0,5.0,9.0,1987.0,0,0,1
95000000,5,130.0,5.0,10.0,2013.0,0,1,0
25500000,1,43.0,1.0,9.0,2017.0,0,1,0
38500000,2,52.73,2.0,6.0,2026.0,0,1,0
57000000,3,63.9,1.0,4.0,1976.0,1,0,0
90000000,3,97.0,9.0,12.0,2019.0,0,1,0
28000000,1,34.12,5.0,6.0,2025.0,0,1,0
33000000,1,48.5,2.0,7.0,2023.0,0,1,0
28500000,1,50.5,7.0,9.0,2024.0,0,1,0
24000000,1,35.0,1.0,9.0,2024.0,0,1,0
25000000,1,41.0,9.0,10.0,2018.0,0,0,0
37000000,2,63.0,2.0,5.0,2015.0,0,0,0
55000000,2,73.0,5.0,11.0,2025.0,0,1,0
20000000,2,44.0,1.0,2.0,1964.0,0,0,0
128000000,3,90.0,2.0,3.0,2023.0,0,1,0
60000000,2,42.0,2.0,10.0,2021.0,0,1,0
48000000,3,138.0,8.0,16.0,2012.0,0,1,0
39700000,3,69.0,5.0,9.0,1986.0,0,0,0
92000000,3,96.0,7.0,9.0,2025.0,0,1,0
92000000,3,96.0,7.0,9.0,2025.0,0,1,0
35000000,3,58.0,1.0,5.0,1985.0,0,0,1
28500000,2,44.8,4.0,4.0,1963.0,0,0,1
39000000,2,40.0,3.0,3.0,1959.0,1,0,0
73000000,4,87.0,14.0,16.0,1980.0,0,1,0
23500000,1,44.1,5.0,9.0,2014.0,0,1,0
72500000,3,105.0,2.0,8.0,2020.0,0,1,0
42000000,3,68.0,12.0,12.0,1993.0,0,1,0
23000000,2,44.0,2.0,3.0,1963.0,1,0,0
79900000,3,82.3,9.0,10.0,2011.0,0,1,0
